Calories,Proteins,Fat,Carbohydrate,Name
86.0,0.6,3.3,14.0,Mie basah
102.0,3.0,2.1,17.8,Mie celon
337.0,7.9,11.8,50.0,Mie kering
105.0,5.9,4.9,9.4,Mie pangsit basah
190.0,0.2,0.4,46.5,Mie Sagu
345.0,8.5,2.2,78.0,Misoa
218.0,0.8,16.0,50.2,Misro 
128.0,8.0,10.0,1.3,Moon tahu
33.0,2.3,0.5,4.7,Mostarda metan -sawi
52.0,0.4,0.2,13.7,Nanas
58.0,0.7,0.2,13.3,Nanas palembang segar
165.0,4.2,0.1,36.7,Nangka biji
106.0,1.2,0.3,27.6,Nangka masak di pohon
51.0,2.0,0.4,11.3,Nangka Muda
180.0,3.0,0.3,39.8,Nasi
149.0,2.8,0.4,32.5,Nasi beras merah
192.0,3.8,8.8,24.4,Nasi gemuk
276.0,3.2,3.2,30.2,Nasi Goreng 
190.0,4.7,7.5,26.0,Nasi gurih
357.0,8.8,0.5,79.5,Nasi jagung
207.0,3.5,5.0,37.1,Nasi minyak
155.0,10.3,4.2,19.1,Nasi rames
120.0,2.4,0.4,26.0,Nasi tim
196.0,14.5,8.3,15.9,Nasu likku masakan
387.0,5.3,7.6,74.3,Nopia spesial
9.0,2.1,6.0,7.1,Olah-olah
187.0,13.0,6.0,22.6,Oncom
376.0,14.9,6.0,65.7,Oncom ampas kacang hijau
284.0,12.0,14.4,13.6,Oncom Hitam Goreng 
351.0,11.0,5.3,65.9,Oncom kacang hijau + singkong
132.0,12.7,3.8,13.7,Oncom Kacang Tanah pepes
187.0,13.0,6.0,22.6,Oncom Kedele
40.0,2.0,2.0,3.0,Oncom Merah Sayur (tumis) 
76.0,5.2,1.8,10.6,Oncom pepes
288.6,8.3,8.9,44.3,Onde-onde 
115.0,1.5,6.0,14.0,Ongol-ongol 
111.0,0.3,2.7,21.2,Ongol-ongol sagu
117.0,13.7,5.0,4.3,Oramu ninahu ndawa olaho masakan
125.0,10.4,8.6,0.8,Otak
351.0,0.9,0.9,84.9,Oyek
342.0,2.3,0.1,83.1,Oyek (dari singkong)
77.0,3.5,4.6,5.4,Paku hinela wulelenggapaya
42.0,0.3,0.2,10.9,Pala daging
133.8,3.0,1.6,27.0,Papais 
61.0,0.2,0.1,14.9,Papeda
87.0,10.5,2.5,5.5,Parede baleh masakan
29.0,1.1,0.3,6.6,Paria (Pare)
16.0,0.8,0.2,3.4,Paria Putih kukus
19.0,1.0,0.4,3.6,Paria putih segar
307.0,4.5,13.3,42.4,Pastel
362.0,0.5,0.3,86.9,Pati Singkong (tapioka)
23.0,1.8,0.3,4.5,Pe-Cay
156.0,28.0,4.0,0.0,Peda Ikan Banjar
75.0,2.5,2.8,10.0,Pelecing kangkung
219.0,19.7,13.6,4.4,Pelepah manuk masakan
162.0,4.9,3.0,27.8,Pempek adaan
156.0,4.2,1.4,31.6,Pempek belida
152.0,4.5,2.3,28.2,Pempek kapal selam
211.0,12.3,6.1,26.6,Pempek kelesan
243.0,5.2,7.3,39.1,Pempek kulit
173.0,7.2,1.2,33.4,Pempek tenggiri
174.0,13.1,12.2,2.2,Penyu serapah masakan
19.0,0.6,0.1,3.9,Pepare ular segar
275.0,11.6,11.6,30.2,Pepaya lodeh
26.0,2.1,0.1,4.9,Pepaya Muda
46.0,0.5,12.0,12.2,Pepaya segar
76.0,5.2,1.8,10.6,Pepea oncom ampas tahu
142.0,10.4,2.0,22.0,Pete Segar
50.0,3.7,1.0,9.0,Peterseli
161.0,20.0,0.2,24.0,Petis Ikan
220.0,15.0,0.1,40.0,Petis Udang
345.0,23.8,1.4,59.3,Petis udang kering
220.0,15.0,0.9,38.0,Petis udang pasta
107.0,15.9,0.6,0.4,Pinda masakan
157.0,28.0,4.2,0.0,Pindang Ikan Banjar
170.0,31.0,4.2,0.0,Pindang Ikan Benggol
153.0,30.0,2.8,0.0,Pindang Ikan Layang
142.0,27.0,3.0,0.0,Pindang Ikan Selar Kecil
124.0,9.5,9.6,0.0,Pindang kenari masakan
99.0,1.2,0.2,25.8,Pisang Ambon
68.0,1.3,0.2,17.2,Pisang angleng (pisang ampyang) segar
120.0,1.1,0.2,26.8,Pisang ayam segar
127.0,2.1,0.3,31.1,Pisang gapi segar 
220.0,2.3,2.3,6.3,Pisang Goreng 
115.0,1.9,0.2,27.9,Pisang goroho segar
117.0,2.0,0.3,28.9,Pisang hijau segar
100.0,1.4,0.5,23.6,Pisang kayu segar
109.0,0.8,0.5,26.3,Pisang kepok segar
145.0,1.1,0.3,34.5,Pisang ketip segar
96.0,1.0,0.2,22.5,Pisang kidang segar
99.0,1.3,0.2,25.6,Pisang Lampung
127.0,1.4,0.2,33.6,Pisang Mas
127.0,1.4,0.2,31.8,Pisang mas bali
134.0,1.1,0.5,35.5,Pisang Oli
120.0,1.2,0.2,31.8,Pisang Raja
118.0,1.2,0.2,31.1,Pisang Raja Sere (Susu)
98.0,1.3,1.2,20.5,Pisang rotan segar
625.0,1.0,0.0,8.1,Pisang Siam goreng
113.0,1.2,0.2,26.7,Pisang talas segar
45.0,2.2,0.3,10.3,Prey (bawang daun)
33.0,4.5,0.4,2.8,Pucuk lumai/daun leunca segar
216.0,2.6,3.1,44.4,Pulut
224.0,26.2,11.3,4.4,Punai daging goreng
104.0,1.9,4.1,15.1,Pundut nasi
25.0,1.5,0.5,3.6,Purundawa
76.0,4.1,1.1,15.2,Purut segar
76.0,3.6,0.3,14.6,Putri malu segar
163.0,2.2,6.5,23.8,Putri selat
200.0,1.0,2.4,43.8,Putu Mayang 
76.0,12.1,2.0,2.4,Rajungan segar
69.0,0.9,0.1,18.1,Rambutan
11.0,0.0,0.0,2.7,Rambutan Aceh
76.0,0.5,0.2,18.0,Rambutan binjai segar
4.0,0.0,0.0,0.9,Rambutan sinyonya
295.0,7.3,8.5,47.5,Rarawuan 
394.0,2.2,8.8,76.6,Rasbi (Beras Ubi)
350.0,0.9,0.4,85.7,Rasi (Beras Singkong)
60.0,5.4,2.5,4.0,Rawon masakan
81.0,16.2,1.2,0.7,Rebon (udang kecil segar)
299.0,29.4,3.6,3.2,Rebon kering
81.0,16.2,1.2,0.7,Rebon udang kecil segar
27.0,0.6,0.3,5.2,Rebung
320.0,7.2,4.2,63.3,Rebung laut mentah
193.0,22.6,7.9,7.8,Rendang sapi masakan
75.0,1.6,0.6,15.8,Rimbang segar
335.0,5.3,3.5,70.5,Risoles 
341.0,5.5,16.2,43.3,Roti boong
350.0,7.5,2.0,75.5,Roti Gambang 
248.0,8.0,1.2,50.0,Roti Putih
249.0,7.9,1.5,49.7,Roti warna sawo matang
153.0,11.3,8.4,8.0,Rujak cingur
41.0,1.4,0.3,8.1,Rumput laut
110.0,11.5,2.0,11.7,Rusip
198.0,24.6,10.7,0.9,RW anjing masakan
338.0,0.6,0.3,83.1,Sagu Ambon 
355.0,0.6,1.1,85.6,Sagu aren kering
231.0,0.6,0.2,56.6,Sagu aren segar
291.0,0.5,4.0,63.4,Sagu forno
230.0,0.6,0.2,56.5,Sagu kasbi segar
452.0,2.8,14.8,76.8,Sagu Lemak (Kue Sagon)
347.0,0.9,0.3,85.2,Sagu lempeng
362.0,0.5,0.3,86.9,Sagu singkong kering
354.0,0.8,8.3,68.9,Sagu sinole
57.0,0.5,0.1,13.6,Salak bali segar
55.0,0.4,0.2,12.8,Salak medan segar
87.0,0.8,0.4,20.1,Salak pondoh segar
281.0,2.4,0.7,66.1,Sale pisang siam
122.0,2.0,10.0,7.6,Santan (dengan air)
98.0,2.0,0.4,24.5,Saos Tomat
212.0,18.0,10.6,59.3,Sapi abon
108.0,17.6,4.2,0.0,Sapi babat segar
182.0,32.0,6.0,0.0,Sapi daging asap
174.0,19.6,10.0,0.0,Sapi daging kurus segar
201.0,18.8,14.0,0.0,Sapi daging lemak sedang segar
183.0,12.0,14.4,1.4,Sapi daleman segar
98.0,21.9,1.1,0.0,Sapi dideh/darah
137.0,15.0,8.1,0.9,Sapi ginjal segar
84.0,10.5,4.6,0.2,Sapi keleponan segar
132.0,19.7,3.2,6.0,Sapi liver segar
123.0,10.4,8.6,0.8,Sapi otak segar
268.0,23.9,12.7,14.5,Sapi paru goreng
126.0,14.0,7.2,1.5,Sapi usus segar
166.0,2.3,2.8,32.9,Sarimuka
283.0,12.1,16.8,20.9,Sate Bandeng
110.0,15.5,0.5,11.5,Sate Kulit 
179.0,22.5,3.5,13.3,Sate penyu masakan
126.7,14.0,7.3,1.3,Sate Usus 
22.0,2.3,0.3,4.0,Sawi
9.0,1.0,0.1,1.7,Sawi putih / pecai segar
30.0,1.9,0.5,4.4,Sawi taiwan segar
19.0,1.3,0.2,2.9,Sawi tanah segar
92.0,0.5,1.1,22.4,Sawo
64.0,1.0,3.1,8.0,Sawo duren segar
111.0,0.9,2.3,21.6,Sawo kecik segar
92.0,0.5,1.1,22.4,Sawo Manila segar
29.0,0.7,0.6,5.0,Sayur asem
49.0,1.7,0.3,9.8,Sayur bunga pepaya
178.0,2.6,13.9,10.6,Sayur garu
133.0,7.3,6.6,11.2,Sayur kohu-kohu
64.0,2.1,0.6,12.5,Sayur lebui
36.0,2.7,0.7,4.8,Sayur lilin-terubuk
49.0,3.1,2.5,3.6,Sayur ndusuk
27.0,1.3,2.0,1.0,Sayur sop
67.0,5.2,2.9,5.1,Sayur umbut kelapa
57.0,5.4,2.6,3.1,Sayur umbut rotan
15.0,1.2,0.2,2.9,Selada
17.0,1.7,0.3,3.0,Selada Air
19.0,2.7,0.2,2.9,Selada Air rebus
20.0,1.0,0.1,4.6,Seledri
28.0,0.5,0.2,6.9,Semangka
192.5,4.5,6.0,30.3,Semur Jengkol 
64.0,0.6,0.3,14.8,Sente
353.0,0.7,0.2,84.7,Sente talas segar
88.0,7.9,1.6,10.6,Sepi masakan
213.0,0.0,0.0,55.0,Setrup sirup
88.0,3.2,8.0,0.8,Shabu-shabu
81.0,5.1,4.5,5.1,Singkah (rotan muda)
146.0,1.2,0.3,34.7,Singkong kukus
173.0,0.5,0.1,42.5,Singkong tape
95.3,4.4,2.2,14.4,Siomay 
65.0,1.0,0.3,16.3,Sirsak
213.0,0.0,0.0,55.0,Sirup
71.0,7.5,3.6,2.2,Sop buntut masakan
49.0,5.8,0.5,5.3,Sop daging sapi masakan
68.0,9.0,1.9,3.7,Sop kaki sapi masakan
34.0,5.5,0.8,1.1,Sop kambing masakan
71.0,7.4,2.6,4.5,Sop konro masakan
12.0,0.5,0.1,2.0,Sop Kool
15.0,0.6,0.1,3.1,Sop Kool dan Wortel
89.0,7.2,5.0,3.9,Sop saudara masakan
42.0,3.9,1.7,2.8,Soto bandung masakan
110.0,2.9,9.5,3.2,Soto banjar masakan
135.0,2.5,8.8,11.5,Soto betawi masakan
127.5,2.6,9.4,8.3,Soto dengan Daging
92.0,11.8,4.3,1.4,Soto jeroan masakan
38.0,2.6,2.3,1.8,Soto kudus masakan
60.0,3.5,4.5,1.3,Soto madura masakan
127.0,5.9,6.6,11.0,Soto padang masakan
94.0,3.0,6.8,5.1,Soto pekalongan masakan
75.0,3.6,5.2,3.5,Soto pemalang masakan
80.0,3.2,3.5,9.0,Soto sukaraja masakan
86.0,2.3,8.5,0.0,Soto sulung masakan
117.1,0.4,8.6,9.6,Soto tanpa Daging 
139.0,7.4,2.1,22.6,Spaghetti
101.0,1.7,0.6,35.2,Srikaya
75.0,5.6,0.4,12.2,Sukiyaki masakan
119.0,1.4,0.2,28.1,Sukun muda segar
126.0,1.6,0.2,24.5,Sukun tua segar
418.0,19.0,9.0,65.5,Susu asam untuk bayi bubuk
64.0,4.3,2.3,6.6,Susu Kambing
41.0,3.5,2.5,5.0,Susu Kedelai
336.0,8.2,10.0,55.0,Susu Kental Manis
138.0,7.0,7.9,9.9,Susu Kental Tak Manis
160.0,6.3,12.0,7.1,Susu Kerbau
61.0,3.2,3.5,4.3,Susu Sapi
36.0,3.5,0.1,5.1,Susu Skim (tak berlemak)
36.0,3.5,0.1,5.1,Susu skim segar
87.0,5.3,5.2,6.3,Susupan
90.0,1.5,0.1,21.9,Suweg kukus
69.0,1.0,0.1,15.7,Suweg mentah
74.0,1.4,0.1,17.2,Suweg talas segar
347.0,0.5,0.9,84.2,Suwir-suwir
68.0,7.8,4.6,1.6,Tahu
115.0,9.7,8.5,2.5,Tahu goreng
148.0,13.8,8.5,4.0,Takwa
120.0,1.5,0.3,28.2,Talas bogor kukus
163.0,2.3,0.5,36.4,Talas pontianak segar
115.0,1.8,0.5,25.9,Talas viqueque segar
120.0,1.5,0.3,28.2,Tales kukus
98.0,1.9,0.2,23.7,Tales mentah
166.0,10.4,4.9,24.1,Taoco
88.0,3.2,2.1,14.0,Taoge goreng
76.0,9.0,2.6,6.4,Taoge kacang kedelai segar
28.0,3.0,0.8,4.0,Taoge seduh
34.0,3.7,1.2,4.3,Taoge segar
104.0,12.9,6.8,1.2,Taokoa
99.0,1.7,0.3,22.4,Tapai beras
166.0,3.8,1.0,34.4,Tapai ketan hitam
172.0,3.0,0.5,37.5,Tapai ketan putih
169.0,1.4,0.3,40.2,Tapai singkong
358.0,7.5,4.3,70.4,Tauco cap DAS cake
277.0,9.1,4.7,49.6,Tauji cap singa
25.0,4.6,0.4,3.0,Tebu Terubuk
83.0,10.4,3.4,2.8,Tedong pallu basa masakan
132.0,19.5,0.7,67.8,Teh
300.0,28.3,4.8,53.6,Teh hijau daun kering
299.0,24.1,3.5,59.0,Teh melati daun kering
34.0,2.0,0.1,7.9,Tekokak
294.0,8.3,1.7,72.6,Tekokak kering
53.0,1.9,0.9,9.4,Tekwan
162.0,12.8,11.5,0.7,Telur Ayam
50.0,10.8,0.0,0.8,Telur Ayam bagian putih
179.0,13.6,13.3,4.4,Telur ayam kampung 
54.0,11.0,0.0,0.8,Telur Bebek bagian putih
54.0,11.0,0.0,0.8,Telur bebek bagian putih segar
187.0,10.9,12.4,7.9,Telur bebek tambak segar
195.0,13.6,13.6,1.4,Telur Bebek telur asin
116.0,10.7,7.0,1.6,Telur burung puyuh segar
144.0,12.0,10.2,0.0,Telur Penyu
119.0,4.4,3.5,18.3,Tempe bongkrek
73.0,5.7,1.3,4.2,Tempe Gembus
76.0,6.8,0.7,10.6,Tempe gembus yogya
139.0,12.5,0.8,21.9,Tempe kacang babi
212.0,17.5,10.0,12.9,Tempe kacang belimbing
143.0,12.0,5.5,11.4,Tempe kedelai + jagung
201.0,20.8,8.8,13.5,Tempe kedelai murni mentah
141.0,10.2,1.3,23.2,Tempe koro benguk
146.0,11.7,2.3,19.6,Tempe lamtoro var. gung dengan kulit
131.0,18.0,0.8,13.0,Tempe lamtoro var. gung tanpa kulit
150.0,14.0,7.7,9.1,Tempe pasar segar
240.0,6.0,2.7,49.3,Tempe Sayur 
110.0,1.7,1.3,21.9,Tempoya
126.0,1.1,2.2,25.7,Tempuyak
355.0,0.7,0.2,85.2,Tepung Arrowroot
364.0,7.0,0.5,80.0,Tepung Beras
353.0,7.0,0.5,80.0,Tepung beras mentah
353.0,0.8,1.7,83.6,Tepung Ganyong
355.0,0.7,0.2,85.2,Tepung Garut (arrowroot)
364.0,4.5,1.0,83.5,Tepung Hunkwee
355.0,9.2,3.9,73.7,Tepung Jagung Kuning
355.0,9.2,3.9,73.7,Tepung jagung putih
388.0,19.0,7.5,61.2,Tepung Jalejo
347.0,0.3,0.1,85.6,Tepung Kentang
350.0,1.2,0.6,85.0,Tepung Mocaf
338.0,2.9,0.4,80.6,Tepung Pisang
353.0,0.7,0.2,84.7,Tepung Sagu
326.0,4.0,0.4,76.7,Tepung Sente
353.0,2.9,0.5,84.4,Tepung Sukun
418.0,19.0,9.0,65.5,Tepung Susu Asam untuk bayi
332.0,5.7,0.6,76.1,Tepung Tales Beneng
365.0,8.9,1.3,77.3,Tepung Terigu
354.0,2.8,0.6,84.4,Tepung Ubi Ungu
155.0,22.3,2.9,9.9,Terasi
191.0,33.1,3.6,6.6,Terasi dobo
174.0,30.0,3.5,3.5,Terasi Merah
174.0,30.0,3.5,5.6,Terasi merah
24.0,1.1,0.2,5.5,Terong
39.0,2.3,1.9,2.0,Terong Asam
48.0,1.5,0.3,11.3,Terong Belanda
45.0,1.9,0.8,7.5,Terong hintalo segar
23.0,1.8,0.1,4.9,Terong kukus
28.0,1.1,0.2,5.5,Terong segar
52.0,2.1,1.1,8.6,Terung belanda segar
52.0,1.1,0.4,11.2,Terung bengkulu segar
25.0,2.1,0.1,5.3,Terung panjang
23.0,1.8,0.1,4.9,Terung panjang kukus
59.0,2.9,0.3,13.9,Tespong daun
120.0,2.4,0.4,26.0,Tim (nasi tim)
33.0,1.2,1.3,4.1,Tinira ninahu nggaluku
355.0,6.2,1.2,79.8,Tipa-tipa
353.0,2.4,1.1,83.4,Tiwul  
395.0,3.2,8.5,76.5,Tiwul Instan
93.6,4.4,1.8,15.1,Toge Goreng 
23.0,2.9,0.2,4.1,Toge kacang ijo
35.0,5.0,0.2,5.8,Toge kacang tunggak
67.0,9.0,2.6,6.4,Toge kedelai
28.0,3.0,0.8,4.0,Toge seduh
20.0,1.0,0.2,3.5,Tomat air (juice) segar
20.0,1.0,0.3,4.2,Tomat Masak
24.0,1.3,0.5,4.7,Tomat merah segar
24.0,2.0,0.7,3.3,Tomat muda segar
189.0,11.3,15.7,0.6,Tumis bandeng
48.0,1.4,4.2,2.6,Tumis bayam bersantan
186.0,1.9,0.2,44.3,Ubi Cilembu
160.0,3.7,1.3,55.3,Ubi Jalar Goreng 
100.0,0.7,0.3,23.8,Ubi jalar kuning kukus
119.0,0.5,0.4,25.1,Ubi jalar kuning segar
83.0,1.5,0.2,18.8,Ubi jalar manis segar
123.0,1.8,0.7,27.9,Ubi Jalar Merah
151.0,1.6,0.3,35.4,Ubi jalar merah segar
123.0,1.8,0.7,27.9,Ubi Jalar Putih
114.0,1.4,9.6,25.6,Ubi Jalar Rebus
184.0,1.4,0.3,22.5,Ubi Jalar Sayur
108.0,0.5,0.4,25.6,Ubi jalar tinta/ kemayung
165.0,0.9,0.2,39.8,Ubi jalar tinta/ kemayung kukus
82.0,5.8,1.3,11.7,Uceng/ bunga melinjo segar
56.0,11.4,0.6,1.2,Udang besar segar
81.0,16.5,0.3,3.0,Udang galah segar
91.0,21.0,0.2,0.1,Udang segar
120.0,2.8,0.5,82.3,Umbi Uwi segar
34.0,2.4,0.3,5.5,Umbut rotan
130.0,14.0,7.2,1.5,Usus Sapi
101.0,2.0,0.2,19.8,Uwi
363.0,8.7,0.4,78.7,Vermicelli
303.0,6.3,2.7,63.3,Wajit camilan
45.0,0.8,0.9,8.1,Waluh balamak
424.0,1.3,10.7,80.7,Widaran
355.0,3.2,15.1,51.4,Wingko babat
143.0,3.1,7.8,15.0,Woku ubi
42.0,1.2,0.6,9.3,Wortel Segar
37.0,1.0,0.6,8.3,Wortel kukus
28.0,0.7,0.5,6.3,Wortel rebus
254.0,3.0,1.1,58.1,Yangko
52.0,3.3,2.5,4.0,Yoghurt
